TransactionID,CustomerID,Date,ProductID,Price_Customer,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,Price_Product,StoreName,GroupStore,Type
TR91926,253,2022-04-27,P5,4200,2,8400,12,37,0,0,4.32,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade
TR57403,283,2022-11-20,P1,8800,3,26400,12,19,1,1,0.0,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR7826,181,2022-02-01,P1,8800,10,88000,12,33,1,0,9.94,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR26746,116,2022-01-10,P1,8800,4,35200,12,51,1,0,15.77,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR35416,354,2022-03-03,P1,8800,8,70400,12,53,1,0,16.94,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR50379,137,2022-03-09,P1,8800,6,52800,12,34,1,0,6.36,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR61271,442,2022-01-13,P1,8800,3,26400,12,42,1,0,14.88,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR59944,442,2022-06-19,P1,8800,4,35200,12,42,1,0,14.88,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR33278,151,2022-04-24,P1,8800,9,79200,12,42,0,0,10.38,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR51635,301,2022-08-12,P1,8800,8,70400,12,60,0,0,8.97,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR93101,267,2022-01-21,P1,8800,3,26400,12,22,0,1,0.0,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR31493,131,2022-01-21,P1,8800,8,70400,12,25,0,1,7.12,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR65931,443,2022-05-19,P1,8800,5,44000,12,33,1,2,9.28,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR44851,105,2022-08-02,P1,8800,9,79200,12,61,0,0,7.54,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR59511,19,2022-03-06,P1,8800,8,70400,12,24,1,1,4.14,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR5221,376,2022-05-25,P1,8800,2,17600,12,44,0,0,14.65,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR43554,376,2022-08-25,P1,8800,10,88000,12,44,0,0,14.65,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR65616,376,2022-07-12,P1,8800,5,44000,12,44,0,0,14.65,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR14887,96,2022-04-11,P1,8800,2,17600,12,55,0,0,13.67,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR85821,89,2022-07-03,P1,8800,10,88000,12,32,0,0,9.68,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR75249,89,2022-03-30,P1,8800,7,61600,12,32,0,0,9.68,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR57301,141,2022-06-27,P1,8800,3,26400,12,65,1,0,9.94,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR43238,424,2022-10-09,P1,8800,9,79200,12,38,0,0,10.06,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR90751,365,2022-05-03,P1,8800,9,79200,12,28,0,1,6.05,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR74706,188,2022-05-22,P1,8800,5,44000,12,46,1,0,25.22,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR32500,188,2022-11-18,P1,8800,3,26400,12,46,1,0,25.22,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR63130,291,2022-04-09,P1,8800,2,17600,12,49,0,0,19.98,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR37685,260,2022-08-25,P1,8800,6,52800,12,33,0,1,6.65,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR6757,364,2022-06-11,P1,8800,10,88000,12,27,1,0,3.41,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR83364,325,2022-07-16,P1,8800,5,44000,12,37,0,1,3.25,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR77951,47,2022-09-24,P1,8800,9,79200,12,35,1,0,9.56,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR31892,77,2022-03-05,P1,8800,2,17600,12,26,0,0,4.67,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR56012,238,2022-10-27,P1,8800,5,44000,12,26,0,1,6.61,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR60869,41,2022-07-17,P1,8800,2,17600,12,51,0,0,16.42,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade
TR97336,233,2022-01-01,P7,9400,2,18800,12,43,1,0,5.69,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR52573,421,2022-05-05,P7,9400,3,28200,12,35,0,0,9.01,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR96924,34,2022-04-16,P7,9400,5,47000,12,45,0,0,6.36,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR34452,218,2022-02-07,P7,9400,5,47000,12,29,0,0,3.52,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR59147,218,2022-07-21,P7,9400,4,37600,12,29,0,0,3.52,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR65176,144,2022-12-14,P7,9400,4,37600,12,34,0,0,10.01,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR44799,7,2022-08-15,P7,9400,6,56400,12,31,0,0,4.57,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR43202,106,2022-05-21,P7,9400,3,28200,12,24,0,1,6.79,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR73824,62,2022-12-05,P7,9400,3,28200,12,51,1,0,13.62,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR53532,182,2022-07-25,P7,9400,3,28200,12,44,1,0,14.57,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR92340,416,2022-03-14,P7,9400,6,56400,12,27,1,2,3.43,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR45013,438,2022-12-12,P7,9400,5,47000,12,36,1,1,5.43,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR14426,43,2022-08-23,P7,9400,3,28200,12,53,0,0,16.64,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR30908,74,2022-03-08,P7,9400,5,47000,12,3,1,0,5.09,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR57196,64,2022-10-31,P7,9400,6,56400,12,48,1,0,7.92,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR9659,72,2022-04-24,P7,9400,6,56400,12,26,0,1,1.81,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR32802,52,2022-05-19,P7,9400,5,47000,12,37,0,0,3.73,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR75587,112,2022-09-05,P7,9400,5,47000,12,31,1,0,4.44,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR63644,149,2022-03-07,P7,9400,5,47000,12,61,1,0,3.96,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR86571,93,2022-09-30,P7,9400,6,56400,12,32,0,0,4.85,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR79806,444,2022-11-24,P7,9400,6,56400,12,53,0,0,15.31,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR80626,105,2022-05-14,P7,9400,3,28200,12,61,0,0,7.54,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR814,398,2022-04-06,P7,9400,6,56400,12,33,0,0,7.44,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR59918,92,2022-08-14,P7,9400,5,47000,12,60,0,0,10.72,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR65394,435,2022-06-25,P7,9400,5,47000,12,29,1,0,3.61,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR60436,257,2022-09-05,P7,9400,6,56400,12,60,0,0,4.25,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR98094,257,2022-11-27,P7,9400,3,28200,12,60,0,0,4.25,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR19367,298,2022-09-03,P7,9400,6,56400,12,38,1,0,8.99,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR31235,369,2022-08-02,P7,9400,6,56400,12,32,0,0,10.62,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR5383,445,2022-01-12,P7,9400,3,28200,12,51,0,0,14.48,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR55359,27,2022-08-25,P7,9400,2,18800,12,43,0,0,17.42,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR49965,190,2022-07-23,P7,9400,3,28200,12,34,1,0,8.85,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR45401,31,2022-10-02,P7,9400,4,37600,12,38,0,0,9.61,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR59219,392,2022-03-24,P7,9400,4,37600,12,45,0,0,19.68,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR56422,212,2022-02-03,P7,9400,3,28200,12,36,0,0,7.96,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR9458,331,2022-04-21,P7,9400,2,18800,12,54,0,0,16.19,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR45827,132,2022-03-28,P7,9400,4,37600,12,41,0,0,17.69,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR97423,262,2022-07-09,P7,9400,5,47000,12,34,1,0,5.61,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR39850,75,2022-05-15,P7,9400,5,47000,12,34,0,0,9.69,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR27424,390,2022-09-04,P7,9400,2,18800,12,20,1,1,3.7,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR38944,248,2022-08-30,P7,9400,4,37600,12,36,1,0,5.76,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade
TR46326,165,2022-02-22,P9,10000,7,70000,12,44,1,0,14.58,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade
TR95512,386,2022-08-13,P9,10000,7,70000,12,33,0,0,6.95,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade
